event_id,prefix,origin_as,as_path_clean,risk_score,risk_bucket,default_final_alert_label,no_gate_final_alert_label,top_contributing_factor,missing_origin_or_path,certainty_score,conflict_score
20260313T032554_4f9be28c_evt_00001461,160.202.196.0/22,9829.0,133165 6453 9829,37.617,high,needs_review,high_priority_alert,structural_novelty_score,False,37.1425,0.0
20260313T032554_4f9be28c_evt_00001465,160.202.196.0/22,9829.0,38880 6453 9829,37.617,high,needs_review,high_priority_alert,structural_novelty_score,False,37.1425,0.0
20260313T032554_4f9be28c_evt_00002769,216.238.254.0/23,13904.0,7018 3356 13904,37.3934,high,needs_review,high_priority_alert,structural_novelty_score,False,37.109,0.0
20260313T032554_4f9be28c_evt_00004581,77.82.132.0/23,34974.0,6762 12389 34974,37.3115,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0967,0.0
20260313T032554_4f9be28c_evt_00000777,117.197.48.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000834,117.215.240.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000850,117.223.112.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000860,117.224.112.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000870,117.224.128.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000880,117.224.192.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000905,117.224.64.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00001022,117.242.200.0/22,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00001035,117.243.96.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00001045,117.244.16.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00001081,117.253.224.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00001091,117.253.32.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00004309,59.89.96.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00004320,59.91.208.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00004365,61.0.48.0/20,9829.0,1836 174 6453 4755 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000774,117.197.48.0/20,9829.0,133165 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000780,117.197.48.0/20,9829.0,24482 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000781,117.197.48.0/20,9829.0,38880 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000831,117.215.240.0/20,9829.0,133165 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000847,117.223.112.0/20,9829.0,133165 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
20260313T032554_4f9be28c_evt_00000854,117.223.112.0/20,9829.0,38880 6453 9829,37.1898,high,needs_review,high_priority_alert,structural_novelty_score,False,37.0785,0.0
